HU number,Shipping Point,Packed Quantity,Material,Packaging Materials,Length,Width,Height,Total Volume
LELMECB40070353185,CND7,1,KRC161890/1,EAB-ZPACK,0.398,0.56,0.26,0.058
LELMECB40070353208,CND7,1,KRC161890/1,EAB-ZPACK,0.398,0.56,0.26,0.058
LELMECB40070353321,CND7,1,KRC161890/1,EAB-ZPACK,0.398,0.56,0.26,0.058
LELMECB40070353345,CND7,1,KRC161890/1,EAB-ZPACK,0.398,0.56,0.26,0.058
LELMECB40070158957E,CND7,150,NCD90178/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070191527E,CND7,8,RPM2533513/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070191374E,CND7,2,RPM2531610/5000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070189487E,CND7,2,RPM2533513/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070198212E,CND7,34,RPM150192/10M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070190476E,CND7,2,RDH10265/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070190476E,CND7,69,RDH10265/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070214653E,CND7,10,RPM2533512/20M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070190414E,CND7,14,RPM777143/01800,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070193095E,CND7,52,TSR951339/1500,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070214691E,CND7,26,RDH10265/3,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070191077E,CND7,11,SXK1257558/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070190490E,CND7,6,RPM2533513/5000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070176425E,CND7,180,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070176456E,CND7,180,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070177071E,CND7,142,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070177071E,CND7,38,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070177101E,CND7,190,RPM2531610/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070195297E,CND7,54,RDH10247/2,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070147395E,CND7,150,RPM777755/01500,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070302190E,CND7,15,SEF901377/6,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40070195945E,CND7,130,RDH10247/2,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070168925E,CND7,34,SEF901377/4,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070168093E,CND7,136,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070137921E,CND7,350,RDH10265/3,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070138508E,CND7,150,RPM919751/15M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070138751E,CND7,150,RPM919751/15M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070190452E,CND7,9,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070191091E,CND7,7,NFD30234/08,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070196386E,CND7,263,TSR951339/1500,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070126024E,CND7,350,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070191510E,CND7,5,RPM2531610/5000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070215230E,CND7,16,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070195976E,CND7,103,RDH10247/2,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070229510E,CND7,17,RPM2531610/10M,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070229510E,CND7,43,RPM2531610/10M,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070197376E,CND7,12,RPM2531610/50M,EAB-ZPACK,0.8,0.6,0.46,0.221
LELMECB40070230059E,CND7,199,SXA1345524/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070193026E,CND7,48,RPM2531610/30M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070196362E,CND7,316,TSR951339/1500,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070196362E,CND7,175,TSR951339/1500,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070195914E,CND7,52,RDH10247/2,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070158063E,CND7,150,RNV44404/02,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070189456E,CND7,9,RPM2533513/20M,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070130830E,CND7,200,RPM2531610/5000,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070123917E,CND7,26,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070123917E,CND7,54,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070123924E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070123931E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070125096E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070127441E,CND7,30,SEF901376/0535,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070188800E,CND7,10,RDH10275/2,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070191046E,CND7,3,SXK1257558/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070163043E,CND7,363,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070191039E,CND7,1,RPM2533513/5000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070163050E,CND7,363,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070163067E,CND7,363,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070163081E,CND7,363,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070163104E,CND7,363,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070167850E,CND7,292,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070191572E,CND7,56,SXA1345524/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070189951E,CND7,7,RPM777827/01000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070211584E,CND7,10,RPM2531610/20M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070172540E,CND7,160,SEF901377/6,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070189500E,CND7,1,RPM2531610/50M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070145841E,CND7,350,RNT44737/01,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070234712E,CND7,244,RDH10247/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070190483E,CND7,2,RPM2533513/5000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070168048E,CND7,294,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070168048E,CND7,69,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070168062E,CND7,60,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070168062E,CND7,144,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070168079E,CND7,204,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070177576E,CND7,16,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070177583E,CND7,16,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070178030E,CND7,16,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070178238E,CND7,8,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,0.575,0.511
LELMECB40070184710E,CND7,16,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070184727E,CND7,16,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070184734E,CND7,16,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070184741E,CND7,16,KRC1610047/11R1B,EAB-ZPACK,1.2,0.74,1.02,0.906
LELMECB40070207914E,CND7,1000,RDH10265/3,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070212215E,CND7,1000,RDH10265/3,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070215452E,CND7,409,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070191343E,CND7,6,NFD30234/08,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070191343E,CND7,8,NFD30234/08,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070204463E,CND7,14,NFD30234/08,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070355783E,CND7,8,RDH10248/2,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070355783E,CND7,8,RDH10248/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070355783E,CND7,8,RPM2533512/10M,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070355783E,CND7,8,SXK1252796/1,RTK21716/601,0.6,0.8,0.61,0.293
LELMECB40070207945E,CND7,3,RPM777193/00200,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070332357E,CND7,5,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070211607E,CND7,1,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211607E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211607E,CND7,1,RPM2531619/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211607E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211607E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211607E,CND7,1,RDH10248/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070232480E,CND7,78,RPM2531619/10M,RTK21717/741,0.6,0.8,0.76,0.365
LELMECB40070207938E,CND7,1,RPM5132371/00300,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070224850E,CND7,3,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070224850E,CND7,3,RPM2531619/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070224850E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070224850E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070224850E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070224850E,CND7,3,RDH10248/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070231988E,CND7,11,KRY901474/2,RTK21716/751,1.2,0.8,0.75,0.72
LELMECB40070231988E,CND7,11,RPM1192060/5,RTK21716/751,1.2,0.8,0.75,0.72
LELMECB40070231988E,CND7,11,SEF901377/4,RTK21716/751,1.2,0.8,0.75,0.72
LELMECB40070231988E,CND7,11,RDH10265/1,RTK21716/751,1.2,0.8,0.75,0.72
LELMECB40070231988E,CND7,11,SEF901376/0214,RTK21716/751,1.2,0.8,0.75,0.72
LELMECB40070231988E,CND7,11,RPM777045/03000,RTK21716/751,1.2,0.8,0.75,0.72
LELMECB40070206559E,CND7,4,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070206559E,CND7,4,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070205354E,CND7,6,RDH10265/3,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070205354E,CND7,6,RDH10265/25,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070335174E,CND7,4,RPM5132371/00300,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070207822E,CND7,2,RDH10275/2,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070213649E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213649E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213649E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213649E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213649E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213649E,CND7,1,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070349669E,CND7,28,NCD90178/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070349669E,CND7,28,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070349669E,CND7,28,RPM777755/01500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070355295E,CND7,5,RNT44737/01,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070355295E,CND7,5,SEF901377/4,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070355295E,CND7,5,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070355295E,CND7,5,RPM2531610/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070381218E,CND7,8,KDU1370096/11,EAB-ZPACK,1.2,0.8,0.62,0.595
LELMECB40070344251E,CND7,49,RDH10248/2,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070344251E,CND7,49,RNT44737/01,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070344251E,CND7,49,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070344251E,CND7,49,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070344251E,CND7,47,RDH10248/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070344251E,CND7,2,RDH10248/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070344251E,CND7,49,RPM2531619/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070381263E,CND7,16,KDU1370096/11,EAB-ZPACK,1.2,0.8,1.1,1.056
LELMECB40070381966E,CND7,1,KDU1370096/11,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070381980E,CND7,1,KDU1370096/11,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070213205E,CND7,11,RPM777382/05000,RTK193170/4,0.396,0.298,0.328,0.039
LELMECB40070332463E,CND7,4,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070334795E,CND7,2,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070207747E,CND7,3,RDH10270/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070334726E,CND7,17,RDH10265/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070334726E,CND7,17,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070336676E,CND7,5,RDH10265/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070336676E,CND7,5,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070211553E,CND7,2,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070352218E,CND7,21,KRE1012595/2,RTK193170/1,0.596,0.396,0.493,0.116
LELMECB40070168444E,CND7,1,KDU1370096/11,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070344022E,CND7,6,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070344022E,CND7,40,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070333644E,CND7,34,RDH10265/3,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070333644E,CND7,34,RDH10265/25,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070333644E,CND7,34,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070333644E,CND7,34,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070333644E,CND7,34,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070333644E,CND7,34,RPM2531610/10M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070164699E,CND7,8,KDU1370096/11,EAB-ZPACK,1.2,0.8,0.62,0.595
LELMECB40070168277E,CND7,1,KDU1370096/11,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070168284E,CND7,1,KDU1370096/11,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070168291E,CND7,1,KDU1370096/11,RTK293361/1,0.398,0.56,0.245,0.055
LELMECB40070363849E,CND7,1,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363849E,CND7,1,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363849E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363849E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363849E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363849E,CND7,1,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070334412E,CND7,34,RDH10265/3,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070334412E,CND7,34,RDH10265/25,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070334412E,CND7,34,RNT44737/01,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070334412E,CND7,34,SEF901377/4,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070334412E,CND7,34,SEF901376/0535,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070334412E,CND7,34,RPM2531610/10M,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070207754E,CND7,8,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070336201E,CND7,4,RPM2530292/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070211560E,CND7,1,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070213625E,CND7,1,KRY901474/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213625E,CND7,1,RPM1192060/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213625E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213625E,CND7,1,RDH10265/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213625E,CND7,1,SEF901376/0214,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070213625E,CND7,1,RPM777045/03000,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363030E,CND7,1,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363030E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363030E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363030E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363030E,CND7,1,RDH10248/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363030E,CND7,1,RPM2531619/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211515E,CND7,1,RPM777193/00200,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070332456E,CND7,4,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070363054E,CND7,3,RDH10248/2,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363054E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363054E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363054E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363054E,CND7,3,RDH10248/1,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363054E,CND7,3,RPM2531619/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070340598E,CND7,12,RDH10265/3,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40070340598E,CND7,12,RDH10265/25,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40070340598E,CND7,12,RNT44737/01,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40070340598E,CND7,12,SEF901377/4,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40070340598E,CND7,12,SEF901376/0535,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40070340598E,CND7,12,RPM2531610/10M,EAB-ZPACK,0.6,0.8,0.46,0.221
LELMECB40070336683E,CND7,2,RDH10265/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070336683E,CND7,2,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070214615E,CND7,12,NCD90178/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070214615E,CND7,12,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070214615E,CND7,12,RPM777755/01500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070354717E,CND7,11,RNT44737/01,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070354717E,CND7,11,SEF901377/4,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070354717E,CND7,8,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070354717E,CND7,3,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070354717E,CND7,7,RPM2531610/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070354717E,CND7,4,RPM2531610/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070355547E,CND7,5,RNT44737/01,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070355547E,CND7,5,SEF901377/4,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070355547E,CND7,5,SEF901376/0535,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070355547E,CND7,5,RPM2531610/10M,RTK21716/451,0.6,0.8,0.46,0.221
LELMECB40070339509E,CND7,3,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070339929E,CND7,10,RDH10265/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070363870E,CND7,2,RDH10265/3,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363870E,CND7,2,RDH10265/25,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363870E,CND7,2,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363870E,CND7,2,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363870E,CND7,2,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070363870E,CND7,2,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070345531E,CND7,5,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070383809E,CND7,1,KRC161487/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40070383816E,CND7,1,KRC161487/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40070383823E,CND7,1,KRC161487/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40070383830E,CND7,1,KRC161487/1,RTK293284/2,0.285,0.254,0.1,0.007
LELMECB40070211577E,CND7,3,RPM777382/05000,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070384813E,CND7,1,KRC161865/2,EAB-ZPACK,0.6,0.44,0.255,0.067
LELMECB40070348792E,CND7,4,RDH10265/3,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070348792E,CND7,4,RDH10265/25,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070211447E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211447E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211447E,CND7,1,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211447E,CND7,2,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070211850E,CND7,1,NCD90178/1,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070211850E,CND7,1,RPM777096/00115,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070211850E,CND7,1,RPM777755/01500,RTK193170/6,0.288,0.188,0.148,0.008
LELMECB40070223136E,CND7,3,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070223136E,CND7,3,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070223136E,CND7,3,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070223136E,CND7,3,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070349409E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070349409E,CND7,1,SEF901376/0535,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070349409E,CND7,1,SEF901377/5,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070349409E,CND7,2,RPM2531610/10M,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070349676E,CND7,27,NCD90178/1,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070349676E,CND7,27,RPM777096/00115,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070349676E,CND7,27,RPM777755/01500,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070211430E,CND7,1,RDH10270/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070339738E,CND7,4,RPM2531619/10M,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070222955E,CND7,80,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070223129E,CND7,105,RDH10248/2,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070223129E,CND7,105,RNT44737/01,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070223129E,CND7,105,RPM2531619/10M,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070223129E,CND7,25,SEF901376/0535,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070223129E,CND7,105,SEF901377/4,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070223129E,CND7,105,RDH10248/1,RTK21717/741,1.2,0.8,0.75,0.72
LELMECB40070234767E,CND7,68,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070234767E,CND7,61,RPM777523/15000,RTK21717/591,1.2,0.8,0.6,0.576
LELMECB40070339974E,CND7,8,RDH10270/1,RTK193170/10,0.188,0.096,0.148,0.003
LELMECB40070234798E,CND7,64,RPM777523/15000,RTK21716/751,0.6,0.8,0.76,0.365
LELMECB40070336669E,CND7,18,RDH10265/3,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070336669E,CND7,7,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070336669E,CND7,11,RDH10265/25,RTK193170/5,0.396,0.298,0.164,0.019
LELMECB40070357022E,CND7,1,RNT44737/01,RTK193170/2,0.596,0.396,0.328,0.077
LELMECB40070357022E,CND7,1,SEF901377/4,RTK193170/2,0.596,0.396,0.328,0.077
